tipo,unidad,clase,descripcion,modelo,proveedor1,moneda1,fecha1,proveedor2,precio2,fecha2,proveedor3,precio3,fecha3,precio1,marca,moneda2,moneda3
GABINETES Y COMPONENTES,Pza,equipos y componentes,"PLC SIMATIC S7-1500, CPU 1517-3 PN/DP,",6ES7517-3AP00-0AB0,USIICSA,MXN,03/03/2025,,0,,,0,,156.2,SIEMENS,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Etiqueta autolaminable control de 1"" x 1,25"" con 200 etiquetas por casete (pza)",S100X125VAM,BRICOS (MAYOREO ELECTRICO),MXN,26/03/2026,SYSCOM,0,30/12/2025,,0,,710,Panduit,MXN,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Display 4 digitos Lazo de corriente HB Interior, ,4-20 mA, Con protecci�n para exterior",D0240AXX4,MICROFRAME,USD,12/08/2025,,0,,,0,,832,MICROFRAME,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Guias Pasa Cables Para Gabinete, Serie VX25.",8618801,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,12/11/2024,,0,,,0,,760,Rittal,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Modulo Led + Diodo Para Relevador De 24vcd.,99.02.9.024.99,Electronica Universal De Monterrey,MXN,20/10/2025,,0,,,0,,65,Finder,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Arrancador PowerFlex 525 De Frecuencia Variable VFD 15 HP's HD, 380-480, 7.5kw, 17amp, IP20",25BD024N114,,,,,0,,,0,,0,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Gabinete De Fibra De Vidrio 513mm alto X 514mm ancho X 254mm fondo (sin platina),A20H2010GQRLP,RISOUL,USD,30/07/2025,,0,,,0,,1.48,Hoffman,,
GABINETES Y COMPONENTES,Kit,equipos y componentes,Cortina De Seguridad Estandar Capacidad De Deteccion 20mm 20 Haces Opticos Y Alimentacion 24VCC,SFL20-20,MAIN INDUSTRIAL,USD,25/03/2025,,0,,,0,,731,AUTONICS,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,Caja de Registro Tipo Condulet GUAC de Aluminio de 3/4 para Areas Peligrosas /A Prueba de Explosion Serie GUA,GUAC-26,BRICOS (MAYOREO ELECTRICO),MXN,,,0,,,0,,0,Crouse Hinds,,
TUBERIA CONDUIT,Tramo,material,"Tubo Conduit Pared Gruesa de Acero Galvanizado con Cople de 1-1/2"", OM",MET-1515,IMPULSORA,MXN,06/03/2026,,0,,,0,,410,OMEGA,,
GABINETES Y COMPONENTES,Jgo,equipos y componentes,Juego De Terminales Para ITM T5 400A,1SDA055022R1,ACOMEE,MXN,12/11/2024,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),0,,,0,,1.55,ABB,,
CABLES DE CONTROL,mts,material,"Cable monopolar calibre 18 AWG THHW-LS 90 �C, 600V color negro",SLX551,BRICOS (MAYOREO ELECTRICO),MXN,29/01/2026,SURTIDOR ELECTRICO,0,10/10/2025,,0,,7,Viakon,MXN,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor Termomagnetico Tipo QO Enchufable 1X30A 120/240VCA, 10KA",QO130,BRICOS (MAYOREO ELECTRICO),MXN,06/02/2025,,0,,,0,,198,SquareD,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Pza,material,"Tornillo Hexagonal De Acero Inoxidable De 1/4"" x 1""",322218,GASTELUM & GASTELUM,MXN,14/03/2025,,0,,,0,,5,Sin Especificar,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Gabinete Metalico De Acero Inoxidable de 800 x 400 x 400 Puerta Ciega, AISI 304L, IP66",NSYS3X8830,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,27.83,Schneider,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Enlace de conexi�n de guarda motor con contactor, BEA38-4",1SBN082306T2000,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,13/06/2025,Indelek,0,09/12/2025,ACOMEE,0,09/12/2025,160,ABB,MXN,MXN
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
SERVOMOTORES Y MOTORES,Pza,equipos y componentes,"Servomotor De Baja Inercia, MPL, Serie MP, 460 V, Negro",MPL-B540K-MJ72AA,RISOUL,USD,21/10/2025,,0,,,0,,4.225,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Pza,material,"Tapa Para Contacto Duplex Industrial, DS32G, Para 5362W",816002,BRICOS (MAYOREO ELECTRICO),MXN,06/02/2025,ACOMEE,0,15/02/2025,,0,,165,Crouse Hinds,MXN,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE CONTROL,mts,material,Cable para termopar tipo J Cal. 16 con forro exterior de PVC,F-16-JX-EP,ELECTRONICA INDUSTRIAL MOCLOVA,MXN,10/10/2025,,0,,,0,,93,EIM,,
SENSORES,Pza,instrumento,Cubierta protectora para sensor Keyence de nivel serie FR,FR-LMP1,KEYENCE,MXN,14/06/2024,,0,,,0,,1.65,KEYENCE,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Módulo De Comunicación Modbus Lite Para CompactLogix Mca Prosoft,MVI69L-MBS,RISOUL,USD,22/01/2026,,0,,,0,,1.292,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Controlador De Temperatura Analogo Tipo PT100 3 hilos, 120 VAC",PXF4-AEA2-FV1A1,Grupo GALA,USD,16/12/2024,,0,,,0,,534,Fuji Electric,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
HARDWARE Y SOFTWARE,Licencia,equipos y componentes,"Historian SE, 500 tags with Productivity Clients Perpetual.",9518M-HSTT21,RISOUL,USD,30/11/2024,,0,,,0,,19.72,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Bloque de Contacto Normalmente Abierto(1NA), color gris, MCB-10",1SFA611610R1001,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,15/01/2026,ACOMEE,0,03/11/2025,,0,,88,ABB,MXN,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,instrumento,Transmisor universal de temperatura,CI45-114-01000000,,,,,0,,,0,,0,PMA,,
CHAROLAS Y ACCESORIOS,Tramo,material,"Tramo Recto De Charola De 6"" (3.6 mts)",CHZ-060918A,Soportes Electricos,MXN,28/02/2025,,0,,,0,,650,Soportes El�ctricos,,
,,,,,,,,,0,,,0,,0,,,
CHAROLAS Y ACCESORIOS,Tramo,material,"Tramo Recto De Charola De 20"" (3.6 mts)",CHZ-200918A,Soportes Electricos,MXN,28/02/2025,,0,,,0,,865,Soportes El�ctricos,,
CONDULETS Y ACCESORIOS,Pza,material,"Tapa Ciega De Aluminio Para Condulet Tipo FS Rectangular, DS100G",816008,ALCIONE,MXN,08/07/2025,ACOMEE,0,08/05/2025,,0,,180,Crouse Hinds,MXN,
CONDULETS Y ACCESORIOS,Pza,material,"Abrazadera Colgante Horizontal de 3/4"" Para Varilla Roscada de 1/4 o 3/8''",650276,ALCIONE,MXN,20/09/2024,,0,,,0,,9,Crouse Hinds,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Gabinete met�lico 600 x 500 x 250 mm, puerta ciega, con platina met�lica, color gris, IP66, con entrada pasa cable en la parte inferior",NSYCRN65250,BRICOS (MAYOREO ELECTRICO),MXN,15/01/2024,,0,,,0,,2.95,Schneider,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Controlador De Temperatura DTB Series, Salida De Rele & Salida De Rele",DTB4848RR,Tempel Group,USD,19/08/2025,,0,,,0,,99,Delta,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Interruptor Termomagnetico XT5N 630 EKIP DIP LSIG,1SDA100363R1,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,10/03/2025,,0,,,0,,23.3,ABB,,
CABLES DE FUERZA,mts,material,"Cable Monopolar Calibre 600 kcmil THW-LS/THHW-LS 600V, Color Negro. GC",C15CJ00600PA,,,,,0,,,0,,0,General Cable,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Clema porta fusible tipo WTR 2.5 500V, 24 A, conexi�n brida-tornillo",1855610000,ACOMEE,MXN,06/02/2025,,0,,,0,,55,WEIDM�LLER,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Reduccion bushing de aluminio de 2-1/2"" a 3/4""",RE72,ACOMEE,MXN,05/09/2024,,0,,,0,,220,Crouse Hinds,,
CONDULETS Y ACCESORIOS,Pza,material,"Tuerca Monitor de 3""",1038/ 4900252,ACOMEE,MXN,27/08/2025,BRICOS (MAYOREO ELECTRICO),0,27/08/2025,,0,,160,Crouse Hinds,MXN,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
TUBERIA CONDUIT,Tramo,material,"Tubo Conduit Pared Gruesa de Acero Galvanizado con Cople de 2-1/2"", OM",MET-1517,IMPULSORA,MXN,,,0,,,0,,0,OMEGA,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Tapa superior para gabinete met�lico de 2000x1000x800 mm. (Marca: HOF),P2T108,,,,,0,,,0,,0,Hoffman,,
CABLES DE COMUNICACI�N,Pza,material,"Cable de Parcheo TX6, UTP Cat6, Diametro reducido (28AWG), color Azul, 3ft (3 pies)",UTP28SP3BU,SYSCOM,MXN,09/10/2024,,0,,,0,,195,Panduit,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet LR Serie 7 De Aluminio Con Recubrimiento de PVC de 1-1/2"", LR-57 DBR.",3306075,BRICOS (MAYOREO ELECTRICO),MXN,29/07/2025,ACOMEE,0,29/07/2025,,0,,0,Crouse Hinds,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Interruptor Termomagn�tico T5 400A - 3P TMA,1SDA054437R1,ACOMEE,MXN,04/02/2025,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),0,06/02/2025,,0,,17.8,ABB,MXN,
,,,,,,,,,0,,,0,,0,,,
HERRAJES DE FIJACI�N,Pza,material,"Abrazadera tipo pera de 3/4"", CPC-2",4900416,BRICOS (MAYOREO ELECTRICO),MXN,29/01/2025,,0,,,0,,12,Crouse Hinds,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Atenuador/ Dimmer Deslizable Universal Con Apagador, 120V",R62-6674-P0W,HOME DEPOT,MXN,17/02/2025,,0,,,0,,650,Leviton,,
CHAROLAS Y ACCESORIOS,Pza,material,Juego de Tornillo Cabeza Coche y Tuerca de 5/16 X 3/4 Galvanizados,JTCC-51634GE,Soportes Electricos,MXN,03/11/2025,,0,,,0,,2,Soportes El�ctricos,,
HERRAJES DE FIJACI�N,Pza,material,Pija autotaladrante cabeza hexagoal 3/8'' de 1/4'' x 1'',TG-AN-PAUT-HEX-3/8-1/4X1,,,,,0,,,0,,0,ANCLO,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Arrancador VFD para HVAC de 75 HP's, 480 VAC, 55 KW, 106A, IP21, Tama�o R5",ACH580-01-106A-4,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),USD,05/08/2025,,0,,,0,,4.245,ABB,,
TUBERIA CONDUIT,Tramo,material,"Tubo Conduit Pared Gruesa de Acero Galvanizado Con Cople de 1-1/2"", KO",5000015,BRICOS (MAYOREO ELECTRICO),MXN,25/10/2024,,0,,,0,,464,KOBREX,,
CHAROLAS Y ACCESORIOS,Tramo,material,"Tramo Recto De Charola De 18"" (3.6 mts)",CHZ-180918A,Soportes Electricos,MXN,28/02/2025,,0,,,0,,990,Soportes El�ctricos,,
TIERRAS FISICAS Y PARARRAYOS,Pza,material,"Carga Exotermica No. 200, CWD",200,ELECTRICA RIMAR,USD,13/03/2025,,0,,,0,,26,CADWELD,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Base 3 Posiciones Para Bloques, Color Gris, MCBH-00 HOLDER",1SFA611605R1100,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,11/11/2024,ASESOR EL�CTRICO,0,,,0,,31,ABB,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,mts,material,"Tubo flexible LICUATITE de 1/2""",99012,BRICOS (MAYOREO ELECTRICO),MXN,01/10/2025,,0,,,0,,39,Tmf,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Transformador Eficiente de Energia, Tipo Seco, 15kVA, 3 Fases, 480V Delta Primary, 208Y/120V Secondary, 17D, 150C Rise",EE15T3H,,,,,0,,,0,,0,SquareD,,
CONDULETS Y ACCESORIOS,mts,material,"Cable Monopolar Calibre 10 AWG THHW-LS 90 �C, 600V Color Blanco",SLB436,BRICOS (MAYOREO ELECTRICO),MXN,05/02/2026,IMPULSORA,0,24/02/2026,,0,,26,Viakon,MXN,
TUBERIA CONDUIT,Tramo,material,"Tubo Conduit De Aluminio, C-40 Con Cople De 4"" Con Recubrimiento De PVC y Uretano Amarillo",RYC-COND400AL,RISOUL,MXN,29/12/2025,,0,,,0,,7.88,Repsa,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Placas De Montaje Intermedias Para Series VX, TS, 2000 HT, 2000MM",4591700,BRICOS (MAYOREO ELECTRICO),MXN,12/11/2024,,0,05/11/2024,,0,,1.9,Rittal,MXN,
GABINETES Y COMPONENTES,Jgo,equipos y componentes,Contacto Normalmente Cerrado Completo (base clip + bloque de contacto) nc,schzb5az102,BRICOS (MAYOREO ELECTRICO),MXN,29/12/2025,ACOMEE,0,29/12/2025,,0,,82,Schneider,MXN,
,,,,,,,,,0,,,0,,0,,,
CABLES DE CONTROL,mts,material,Cable Blindado 2 x 16 con Pantalla y Drain (VENTA POR BOBINA COMPLETA 305 MTS),1030A 010,RISOUL,USD,16/01/2026,,0,,,0,,2,BELDEN,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Arrancador De Estado Solido SMC-FLEX, Tipo Abierto, 201A, 75-150HP @ 460 VCA, Entrada 200-480 VCA 3 Fases, Control",150-F201NBD,RISOUL,USD,29/01/2025,,0,,,0,,5.577,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Platina Metalica Para Montaje 500X400MM,NSYMM54,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,258,Schneider,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Contactor trifasico, bobina 24VDC,440VCA,30HP,70A",1SBL1347001R1100,,,,,0,,,0,,0,ABB,,
CABLES DE FUERZA,mts,material,"Cable Uso Inversor Calibre 10 AWG Color Negro, 2XSLCY-JB 4 G 6.0",1133603,BRICOS (MAYOREO ELECTRICO),USD,27/09/2024,,0,,,0,,12,OLFLEX�,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Kit de terminales FC CuAl para interruptor termomagn�tico XT1 25-160A (6 pza),1SDA067157R1,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,29/01/2026,ASESOR EL�CTRICO,0,16/01/2026,,0,,860,ABB,MXN,
,,,,,,,,,0,,,0,,0,,,
TUBERIA CONDUIT,Pza,material,"Unicanal Solido de 4X4, Cal. 14 Galvanizado. anc",41213,BRICOS (MAYOREO ELECTRICO),MXN,16/01/2026,,0,,,0,,247,ANCLO,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Base Para Relevador De Control Tipos HB, HJ Y HS",700-HN153,RISOUL,USD,24/10/2025,,0,,,0,,13,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
TIERRAS FISICAS Y PARARRAYOS,Pza,material,"Pinza/Tenaza/ Manija Para Molde Con Clave C, R, E",L-160,ELECTRICA RIMAR,MXN,14/03/2025,RISOUL,0,02/07/2025,,0,,2.7,CADWELD,USD,
ACCESORIOS Y CONSUMIBLES,Pza,material,"Zapata Terminal cañon largo 2 perforaciones cal. 4/0 Tornillo de 1/2""",YA282N/ 02004895,BRICOS (MAYOREO ELECTRICO),MXN,18/02/2026,IMPULSORA,0,16/02/2026,,0,,0,Burndy,MXN,
CABLES DE FUERZA,mts,material,"Cable Monopolar Calibre 16 AWG THW-LS/THHW-LS 600V, Color Blanco. GC",C15CD00016PABL,RISOUL,MXN,09/02/2026,,0,,,0,,6,General Cable,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Supresor de picos de voltaje 50kA Voltaje Nominal: 120/208V, 127/220V (3F 4H + T), 50/60 Hz, 640J",SPV-IND 3050,Industronic,USD,30/10/2025,,0,,,0,,190,Industronic,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Variador Powerflex 523 AC Drive, 480 VCA, 3 fases, 7.5HP, 13A, Tama�o C, IP20 Nema Tipo Abierto, Sin Filtro",25A-D013N104,RISOUL,USD,29/01/2025,,0,,,0,,1.097,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS ACERO INOXIDABLE,Pza,material,Tornillo Acero Inoxidable 304 Std. De 5/8''x 2'',"TG-TornilloSS-5/8""x2""",PANAMERICANA MONTERREY,MXN,07/05/2025,,0,,,0,,33,Sin Especificar,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Base Y Tapa Para Baliza 80mm P/Torre de Se�alizacion, Sch.",XVBZ02,BRICOS (MAYOREO ELECTRICO),MXN,09/11/2024,,0,,,0,,220,Schneider,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Torre se�alizaci�n bulbo p/m�dulo de luz 120 VAC,KA4-1118,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,10/11/2023,,0,,,0,,65,ABB,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
VALVULAS E INSTRUMENTOS,Pza,instrumento,Niple Acero Inoxidable T-316 Ced.40 de 1-1/2? X 6?,290820,DepotMx,MXN,02/10/2025,,0,,,0,,400,CIFUNSA,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Gabinete Metalico 2000X1200X500, Autosoportado, 2 Puertas serie VX, IP55, NEMA 12",8205000,BRICOS (MAYOREO ELECTRICO),MXN,13/10/2025,,0,,,0,,36.421,Rittal,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor termomagn�tico PowerPacT H, de 40A, 3 polos, 14kA a 600V, zapatas",HDL36040,ACOMEE,MXN,09/09/2024,,0,,,0,,6.8,SquareD,,
CONDULETS Y ACCESORIOS,Pza,material,"Tuerca monitor de 3/4""",1032/ 4900246,BRICOS (MAYOREO ELECTRICO),MXN,16/01/2026,,0,,,0,,7,Crouse Hinds,,
CABLES DE CONTROL,mts,material,"Cable blindado 4x20 con pantalla y drain, forro exterior PVC 300V, 105�C",Pendiente 4,,,,,0,,,0,,0,Pendiente,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Platina Metalica Para Montaje 300X250mm, Para Gabinete NSYCRN325150",NSYMM3025,BRICOS (MAYOREO ELECTRICO),MXN,16/01/2026,,0,,,0,,149,Schneider,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Transformador De Propositos Generales En Baja Tensi�n Tipo Seco De 45kVA�s,45T132H,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,61.138,SquareD,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Monitor ThinkVision S22I-30 LCD 21.5"", 1920x1080",63FCKARBLA,CyberPuerta,MXN,23/06/2025,,0,,,0,,2.1,Lenovo,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Fusible tipo CC de acci�n retardada, 3.5 AMP, 600V",TG-FS-ATQR 3 1/2,RISOUL,USD,06/02/2024,,0,,,0,,9,Ferraz Shawmut,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Tapas laterales para gabinete Rittal VX25 2000X600mm,8106245,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,30/08/2024,,0,,,0,,3.78,Rittal,,
SENSORES,Pza,instrumento,"Transmisor de temperatura; 1xPt 1000; Se�al analogica; IO-Link; longitud de instalacion EL150 mm; Rango de medici�n -50...150 C, resistencia a la presion 300 bar; G 1/4""; M12 conector",TA2145,Ifm Efector Mexico,MXN,05/09/2024,,0,,,0,,4.108,Ifm Efector,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Interruptor Para Bloqueo De Puertas De Seguridad,SFDL-S6C-CM20K,MAIN INDUSTRIAL,USD,09/04/2025,,0,,,0,,120,AUTONICS,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Gabinete met�lico de 1200X1000X400mm AM2 , IP65",TM2204K,,,,,0,,,0,,0,ABB,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Pza,equipos y componentes,Montaje Universal Flexible Para Instalacion En Poste o Pared,U-MOUNT,SYSCOM,MXN,14/05/2025,,0,,,0,,160,TXPRO,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE CONTROL,mts,material,"Cable Blindado 2x18 Con Pantalla y Drain, 300V, 105�C",F-18-CU-P-2H-MA-B-P 300V,ELECTRONICA INDUSTRIAL MOCLOVA,MXN,23/01/2026,,0,,,0,,29,EIM,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Lector Portatil HS-21 Para Codigos De Barras Y 2D,FIS-HS21-0001G HS-21,RISOUL,USD,22/10/2024,,0,,,0,,305,MICROSCAN,,
CABLES DE FUERZA,mts,material,"Cable monopolar calibre 6 AWG THHW-LS 90 �C, 600V color verde",SLLR35,BRICOS (MAYOREO ELECTRICO),MXN,29/01/2026,IMPULSORA,0,09/09/2025,,0,,66,Viakon,MXN,
HERRAJES DE FIJACI�N,Pza,herramienta especial,"Base de Motor de Acero Ajustable, 2-1/2",2M516,Grainger,MXN,08/05/2025,,0,,,0,,14,DAYTON,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Unidad de alcenamiento tipo SSD con capacidad de 2TB,ASU800SS,,,,,0,,,0,,0,ADATA,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
HARDWARE Y SOFTWARE,Licencia,equipos y componentes,Studio 5000 Professional Edition (Lic.Perpetua),9324M-RLDT31,RISOUL,USD,03/03/2025,,0,,,0,,1.085,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,mts,material,"Tubo flexible LICUATITE de 3""",3A4C001,BRICOS (MAYOREO ELECTRICO),MXN,24/04/2025,IMPULSORA,0,30/09/2024,,0,,770,LICUATITE,MXN,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet LL serie 7 con tapa de 1-1/4""",CH-LL-S7-11/4,BRICOS (MAYOREO ELECTRICO),MXN,08/02/2024,,0,,,0,,624,Crouse Hinds,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Modular- selector de 3 posiciones fijas color negro �22 mm,M3SS1-10B,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,03/11/2025,ACOMEE,0,03/11/2025,,0,,220,ABB,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Lampara led 9W, 120VAC, 1200 lumenes, det mov",7L.46.0.230.2100,,,,,0,,,0,,0,Finder,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet LL Serie 7 De Aluminio Con Recubrimiento de PVC de 3/4"", LL-27 DBR.",3306062,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,836,Crouse Hinds,,
,,,,,,,,,0,,,0,,0,,,
CHAROLAS Y ACCESORIOS,Pza,material,Charola Tipo Malla de 105 x 200mm x 2mts De Largo,CH-105-200EZ,BRICOS (MAYOREO ELECTRICO),MXN,06/12/2024,,0,,,0,,12.276,CHAROFIL,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Frente Metalico de 50"" Sobreponer P/Tablero NQ/NF Para NF430L2C",NC50S,BRICOS (MAYOREO ELECTRICO),MXN,06/12/2024,,0,,,0,,5.109,SquareD,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Boton pulsador momentaneo iluminado, color rojo, 22mm, MP1-11R",1SFA611100R1101,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,15/01/2026,ACOMEE,0,06/02/2025,,0,,140,ABB,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Mini interruptor termomagn�tico 2P/4A,S202-C4,,,,,0,,,0,,0,ABB,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Pza,material,Pija Autotaladrante Phillips #8 x 1/2'',110011,PANAMERICANA MONTERREY,MXN,18/08/2025,,0,,,0,,0,Sin Especificar,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Contactor trifasico, bobina 120VCA,440VCA,30HP,70A",1SBL347001R1300,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,15/01/2026,,0,,,0,,1.942,ABB,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Fuente De Alimentaci�n SITOP Estabilizada Entrada: 120-230 VAC (110-300 V DC) salida: 24 VDC /1 3 A,6EP1331-5BA10,AUTYCOM,MXN,21/10/2025,,0,,,0,,1.3,SIEMENS,,
CABLES DE CONTROL,mts,material,"Cable blindado 8x16 con pantalla y drain, 300V",F-16-CU-P-8H-MA-P 300V,ELECTRONICA INDUSTRIAL MOCLOVA,MXN,29/08/2023,,0,,,0,,85,EIM,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet LBD Serie 7 Con Tapa de 3"", LBD-8800",610005,BRICOS (MAYOREO ELECTRICO),MXN,24/04/2025,,0,,,0,,11.786,Crouse Hinds,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Base Para Botoner�a,800F-ALP,RISOUL,USD,06/03/2026,,0,,,0,,5,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
